id,week_number,precise_rating,number_of_ratings,number_of_ratings_per_week
1010,9,3.8238,1141,72.0
1010,10,3.8268,1166,25.0
1010,16,3.8349,1266,100.0
1011,2,4.5556,9,0.0
1011,3,4.5556,9,0.0
1011,6,4.5556,9,0.0
1011,9,4.5556,9,0.0
1011,10,4.5556,9,0.0
1011,16,4.5556,9,0.0
1012,2,3.5677,539,0.0
1012,3,3.5691,543,4.0
1012,6,3.5745,557,14.0
1012,9,3.576,559,2.0
1012,10,3.576,559,0.0
1012,16,3.5873,567,8.0
1013,2,3.5481,104,0.0
1013,3,3.5429,105,1.0
1013,6,3.5701,107,2.0
1013,9,3.5701,107,0.0
1013,10,3.5701,107,0.0
1013,16,3.5648,108,1.0
1014,2,3.5898,1436,0.0
1014,3,3.5862,1445,9.0
1014,6,3.586,1471,26.0
1014,9,3.585,1482,11.0
1014,10,3.5879,1485,3.0
1014,16,3.5929,1513,28.0
1015,2,3.6316,76,0.0
1015,3,3.6316,76,0.0
1015,6,3.6494,77,1.0
1015,9,3.6494,77,0.0
1015,10,3.6494,77,0.0
1016,2,4.3,20,0.0
1016,3,4.3,20,0.0
1016,6,4.3,20,0.0
1016,9,4.3,20,0.0
1016,10,4.3,20,0.0
1016,16,4.3,20,0.0
1017,2,3.9355,31,0.0
1017,3,3.9355,31,0.0
1017,6,3.9355,31,0.0
1017,9,3.9355,31,0.0
1017,10,3.9355,31,0.0
1018,2,3.3455,547,0.0
1018,3,3.3321,551,4.0
1018,6,3.3339,557,6.0
1018,9,3.3387,561,4.0
1018,10,3.3416,562,1.0
1018,16,3.3474,567,5.0
1019,2,3.6383,329,0.0
1019,3,3.6383,329,0.0
1019,6,3.6527,334,5.0
1019,9,3.6529,340,6.0
1019,10,3.6599,344,4.0
1019,16,3.6827,353,9.0
1020,2,3.7356,174,0.0
1020,3,3.7443,176,2.0
1020,6,3.7247,178,2.0
1020,9,3.7095,179,1.0
1020,10,3.6944,180,1.0
1020,16,3.694,183,3.0
1021,2,3.6438,379,0.0
1021,3,3.6192,386,7.0
1021,6,3.6203,395,9.0
1021,9,3.6409,401,6.0
1021,10,3.6443,402,1.0
1021,16,3.652,408,6.0
1022,2,4.5457,339,0.0
1022,3,4.5507,345,6.0
1022,6,4.5524,353,8.0
1022,9,4.5512,361,8.0
1022,10,4.5537,363,2.0
1022,16,4.5362,373,10.0
1023,2,3.0417,24,0.0
1023,3,3.12,25,1.0
1023,6,3.12,25,0.0
1023,9,3.12,25,0.0
1023,10,3.12,25,0.0
1023,16,3.12,25,0.0
1024,2,4.3333,6,0.0
1024,3,4.3333,6,0.0
1024,6,4.3333,6,0.0
1024,9,4.3333,6,0.0
1024,10,4.3333,6,0.0
1024,16,4.3333,6,0.0
1026,2,3.7926,135,0.0
1026,3,3.7926,135,0.0
1026,6,3.7721,136,1.0
1026,9,3.7681,138,2.0
1026,10,3.7681,138,0.0
1026,16,3.8028,142,4.0
1029,2,2.4,5,0.0
1029,3,2.4,5,0.0
1029,6,2.4,5,0.0
1029,9,2.4,5,0.0
1029,10,2.4,5,0.0
1031,2,4.1917,459,0.0
1031,3,4.1906,467,8.0
1031,6,4.1878,490,23.0
1031,9,4.1928,503,13.0
1031,10,4.1791,508,5.0
1031,13,4.1919,521,13.0
1035,2,3.9203,1342,0.0
1035,3,3.9169,1348,6.0
1035,6,3.9138,1358,10.0
1035,9,3.918,1366,8.0
1035,10,3.9196,1369,3.0
1035,13,3.9244,1375,6.0
1036,2,3.2941,51,0.0
1036,3,3.2941,51,0.0
1036,6,3.2941,51,0.0
1036,9,3.2941,51,0.0
1036,10,3.2941,51,0.0
1036,13,3.2941,51,0.0
1037,2,3.4265,544,0.0
1037,3,3.4215,548,4.0
1037,6,3.4211,558,10.0
1037,9,3.4319,565,7.0
1037,10,3.4346,566,1.0
1037,13,3.4296,568,2.0
1038,2,3.4878,41,0.0
1038,3,3.4878,41,0.0
1038,6,3.4878,41,0.0
1038,9,3.4878,41,0.0
1038,10,3.5238,42,1.0
1038,13,3.5238,42,0.0
1039,2,4.1061,688,0.0
1039,3,4.0921,706,18.0
1039,6,4.1242,749,43.0
1039,9,4.1313,769,20.0
1039,10,4.1382,774,5.0
1039,13,4.1449,787,13.0
1040,2,3.445,418,0.0
1040,3,3.4487,419,1.0
1040,6,3.4479,422,3.0
1040,9,3.4515,423,1.0
1040,10,3.4531,426,3.0
1040,13,3.4494,425,-1.0
1041,2,3.75,4,0.0
1041,3,3.75,4,0.0
1041,6,3.75,4,0.0
1041,9,3.75,4,0.0
1041,10,3.75,4,0.0
1041,13,3.75,4,0.0
1042,2,3.343,309,0.0
1042,3,3.3365,318,9.0
1042,6,3.3472,337,19.0
1042,9,3.3613,346,9.0
1042,10,3.3523,352,6.0
1042,13,3.3747,363,11.0
1043,2,3.7097,62,0.0
1043,3,3.75,64,2.0
1043,6,3.806,67,3.0
1043,9,3.7794,68,1.0
1043,10,3.7971,69,1.0
1043,13,3.7971,69,0.0
1044,2,3.5333,30,0.0
1044,3,3.5333,30,0.0
1044,6,3.5806,31,1.0
1044,9,3.6774,31,0.0
1044,10,3.6774,31,0.0
1044,13,3.7188,32,1.0
1045,2,3.4459,74,0.0
1045,3,3.4737,76,2.0
1045,6,3.4737,76,0.0
1045,9,3.4737,76,0.0
1045,10,3.4737,76,0.0
1046,2,3.3333,18,0.0
1046,3,3.3333,18,0.0
1046,6,3.3333,18,0.0
1046,9,3.3333,18,0.0
1046,10,3.3333,18,0.0
1047,2,3.9704,676,0.0
1047,3,3.966,677,1.0
1047,6,3.9544,680,3.0
1047,9,3.9531,683,3.0
1047,10,3.9547,684,1.0
1048,2,4.1094,393,0.0
1048,3,4.1015,394,1.0
1048,6,4.0627,399,5.0
1048,9,4.0627,399,0.0
1048,10,4.0627,399,0.0
1049,2,4.1661,3160,0.0
1049,3,4.1691,3371,211.0
1049,6,4.1965,3852,481.0
1049,9,4.2096,4107,255.0
1049,10,4.2123,4216,109.0
1050,2,4.25,4,0.0
1050,3,4.25,4,0.0
1050,6,4.25,4,0.0
1050,9,4.25,4,0.0
1050,10,4.25,4,0.0
1051,2,4.8,5,0.0
1051,3,4.8,5,0.0
1051,6,4.8333,6,1.0
1051,9,4.8333,6,0.0
1051,10,4.8333,6,0.0
1053,2,3.9556,225,0.0
1053,3,3.9509,224,-1.0
1053,6,3.9378,225,1.0
1053,9,3.9292,226,1.0
1053,10,3.9342,228,2.0
1054,2,4.2917,24,0.0
1054,3,4.2917,24,0.0
1054,6,4.2917,24,0.0
1054,9,4.2917,24,0.0
1054,10,4.28,25,1.0
1055,2,3.5714,14,0.0
1055,3,3.5714,14,0.0
1055,6,3.5714,14,0.0
1055,9,3.5714,14,0.0
1055,10,3.4,15,1.0
1056,2,4.0992,625,0.0
1056,3,4.0992,625,0.0
1056,6,4.0992,625,0.0
1056,9,4.0978,624,-1.0
1056,10,4.0978,624,0.0
1057,2,3.9424,695,0.0
1057,3,3.928,708,13.0
1057,6,3.9344,717,9.0
1057,9,3.9433,723,6.0
1057,10,3.9478,728,5.0
1058,2,3.8978,323,0.0
1058,3,3.9046,325,2.0
1058,6,3.9146,328,3.0
1058,9,3.9277,332,4.0
1058,10,3.9222,334,2.0
1059,2,4.102,1020,0.0
1059,3,4.1019,1040,20.0
1059,6,4.1017,1072,32.0
1059,9,4.1055,1090,18.0
1059,10,4.1084,1098,8.0
1060,2,3.2613,463,0.0
1060,3,3.2479,468,5.0
1060,6,3.2448,478,10.0
1060,9,3.2252,484,6.0
1060,10,3.2197,487,3.0
1060,13,3.2179,491,4.0
1061,2,3.9884,691,0.0
1061,3,3.9929,700,9.0
1061,6,3.9889,722,22.0
1061,9,3.9945,728,6.0
1061,10,3.9986,731,3.0
1061,13,3.9946,735,4.0
1062,2,3.8646,458,0.0
1062,3,3.8685,464,6.0
1062,6,3.8599,471,7.0
1062,9,3.852,473,2.0
1062,10,3.8538,472,-1.0
1063,2,3.8865,1894,0.0
1063,3,3.8872,1897,3.0
1063,6,3.8905,1918,21.0
1063,9,3.8908,1923,5.0
1063,10,3.8931,1927,4.0
1064,2,3.9479,96,0.0
1064,3,3.9479,96,0.0
1064,6,3.9588,97,1.0
1064,9,3.9798,99,2.0
1064,10,3.9798,99,0.0
1065,2,3.9811,265,0.0
1065,3,3.9783,276,11.0
1065,6,3.9825,286,10.0
1065,9,3.9863,292,6.0
1065,10,3.9966,296,4.0
1066,2,4.131,1237,0.0
1066,3,4.1224,1258,21.0
1066,6,4.1343,1318,60.0
1066,9,4.1378,1335,17.0
1066,10,4.1351,1340,5.0
1068,2,3.2571,70,0.0
1068,3,3.2571,70,0.0
1068,6,3.1974,76,6.0
1068,9,3.2208,77,1.0
1068,10,3.2208,77,0.0
1069,2,3.8305,236,0.0
1069,3,3.8228,237,1.0
1069,6,3.8228,237,0.0
1069,9,3.8109,238,1.0
1069,10,3.8109,238,0.0
1070,2,3.6878,900,0.0
1070,3,3.6878,900,0.0
1070,6,3.6903,904,4.0
1070,9,3.6858,904,0.0
1070,10,3.684,905,1.0
1071,2,3.9832,417,0.0
1071,3,3.9882,424,7.0
1071,6,3.9977,437,13.0
1071,9,4.0157,447,10.0
1071,10,4.0177,451,4.0
1072,2,0.0,0,0.0
1072,3,0.0,0,0.0
1072,6,0.0,0,0.0
1072,9,0.0,0,0.0
1072,10,0.0,0,0.0
1073,2,3.7368,380,0.0
1073,3,3.7368,380,0.0
1073,6,3.7368,380,0.0
1073,9,3.7414,379,-1.0
1073,10,3.7414,379,0.0
1074,2,3.8571,14,0.0
1074,3,3.8667,15,1.0
1074,6,3.8667,15,0.0
1074,9,3.8667,15,0.0
1074,10,3.8667,15,0.0
1074,13,3.8667,15,0.0
1075,2,3.9948,193,0.0
1075,3,3.9948,193,0.0
1075,6,3.9895,190,-3.0
1075,9,3.9841,189,-1.0
1075,10,3.9895,190,1.0
1075,13,3.9895,190,0.0
1076,2,3.7533,300,0.0
1076,3,3.7442,301,1.0
1076,6,3.7483,302,1.0
1076,9,3.75,304,2.0
1076,10,3.7508,305,1.0
1076,13,3.7524,307,2.0
1077,2,3.3307,127,0.0
1077,3,3.3307,127,0.0
1077,6,3.3307,127,0.0
1077,9,3.3438,128,1.0
1077,10,3.3411,129,1.0
1077,13,3.3411,129,0.0
1078,2,4.1034,29,0.0
1078,3,4.1034,29,0.0
1078,6,4.1613,31,2.0
1078,9,4.2121,33,2.0
1078,10,4.2121,33,0.0
1078,13,4.2353,34,1.0
1080,2,4.037,649,0.0
1080,3,4.0414,652,3.0
1080,6,4.031,646,-6.0
1080,9,4.034,648,2.0
1080,10,4.0354,649,1.0
1080,13,4.0338,650,1.0
1083,2,3.4872,156,0.0
1083,3,3.4747,158,2.0
1083,6,3.4785,163,5.0
1083,9,3.4878,164,1.0
1083,10,3.4878,164,0.0
1083,13,3.503,167,3.0
1084,2,2.9388,98,0.0
1084,3,2.9388,98,0.0
1084,6,2.9208,101,3.0
1084,9,2.9038,104,3.0
1084,10,2.8857,105,1.0
1084,13,2.9057,106,1.0
1085,2,3.4677,2459,0.0
1085,3,3.4681,2463,4.0
1085,6,3.4701,2474,11.0
1085,9,3.4695,2479,5.0
1085,10,3.4702,2482,3.0
1085,13,3.4703,2490,8.0
1086,2,4.0,2,0.0
1086,3,4.0,2,0.0
1086,6,4.0,2,0.0
1086,9,4.0,2,0.0
1086,10,4.0,2,0.0
1086,13,4.0,2,0.0
1088,2,3.3196,2387,0.0
1088,3,3.3077,2415,28.0
1088,6,3.2921,2479,64.0
1088,9,3.294,2514,35.0
1088,10,3.2883,2529,15.0
1088,13,3.2834,2562,33.0
1089,2,4.0,7,0.0
1089,3,4.0,7,0.0
1089,6,4.0,7,0.0
1089,9,4.0,7,0.0
1089,10,4.0,7,0.0
1089,13,4.0,7,0.0
1090,2,3.4947,190,0.0
1090,3,3.4921,191,1.0
1090,6,3.4564,195,4.0
1090,9,3.4646,198,3.0
1090,10,3.4646,198,0.0
1090,13,3.4646,198,0.0
1091,2,4.625,8,0.0
1091,3,4.625,8,0.0
1091,6,4.625,8,0.0
1091,9,4.625,8,0.0
1091,10,4.625,8,0.0
1091,13,4.625,8,0.0
1093,2,4.223,8866,0.0
1093,3,4.2227,8917,51.0
1093,6,4.2234,9017,100.0
1093,9,4.2243,9061,44.0
1093,10,4.2245,9079,18.0
1095,2,3.7027,2240,0.0
1095,3,3.7232,2507,267.0
1095,6,3.7554,3324,817.0
1095,9,3.7633,3469,145.0
1095,10,3.7727,3572,103.0
1096,2,4.1912,68,0.0
1096,3,4.169,71,3.0
1096,6,4.2237,76,5.0
1096,9,4.2436,78,2.0
1096,10,4.2436,78,0.0
1097,2,4.0086,116,0.0
1097,3,4.0086,116,0.0
1097,6,3.9912,114,-2.0
1097,9,3.9912,114,0.0
1097,10,3.9912,114,0.0
1098,2,3.9847,524,0.0
1098,3,3.9925,533,9.0
1098,6,3.9927,551,18.0
1098,9,4.0018,553,2.0
1098,10,4.0018,553,0.0
1099,2,3.9261,284,0.0
1099,3,3.9261,284,0.0
1099,6,3.9298,285,1.0
1099,9,3.9298,285,0.0
1099,10,3.9298,285,0.0
1101,2,4.0499,721,0.0
1101,3,4.0426,728,7.0
1101,6,4.0384,729,1.0
1101,9,4.0354,734,5.0
1101,10,4.0367,735,1.0
1102,2,3.25,8,0.0
1102,3,3.25,8,0.0
1102,6,3.25,8,0.0
1102,9,3.25,8,0.0
1102,10,3.25,8,0.0
1103,2,4.0,14,0.0
1103,3,4.0,14,0.0
1103,6,4.0,14,0.0
1103,9,4.0,14,0.0
1103,10,4.0,14,0.0
1104,2,3.994,168,0.0
1104,3,4.0,171,3.0
1104,6,4.0056,179,8.0
1104,9,3.978,182,3.0
1104,10,3.9836,183,1.0
1105,2,3.8621,116,0.0
1105,3,3.8632,117,1.0
1105,6,3.875,120,3.0
1105,9,3.876,121,1.0
1105,10,3.9032,124,3.0
1108,2,4.4,5,0.0
1108,3,4.4,5,0.0
1108,6,4.5,6,1.0
1108,9,4.5,6,0.0
1108,10,4.5,6,0.0
1109,3,2.5714,28,0.0
1109,6,2.5714,28,0.0
1109,9,2.5714,28,0.0
1109,10,2.5714,28,0.0
1110,6,3.2473,372,0.0
1110,9,3.2605,380,8.0
1110,10,3.2592,382,2.0
1111,6,3.5,2,0.0
1111,9,3.5,2,0.0
1111,10,3.5,2,0.0
1112,6,3.3846,13,0.0
1112,9,3.3846,13,0.0
1112,10,3.3846,13,0.0
1113,6,0.0,0,0.0
1113,9,0.0,0,0.0
1113,10,0.0,0,0.0
1114,6,4.1667,36,0.0
1114,9,4.2051,39,3.0
1114,10,4.2051,39,0.0
1115,6,3.7069,331,0.0
1115,9,3.7117,333,2.0
1115,10,3.7113,336,3.0
1116,6,4.0993,3091,0.0
1116,9,4.103,3118,27.0
1116,10,4.1073,3140,22.0
1117,6,3.4194,155,0.0
1117,9,3.4194,155,0.0
1117,10,3.4194,155,0.0
1118,6,4.1876,581,0.0
1118,9,4.2123,617,36.0
1118,10,4.2168,632,15.0
1119,6,4.1051,2189,0.0
1119,9,4.1057,2194,5.0
1119,10,4.1057,2194,0.0
1120,6,4.5294,17,0.0
1120,9,4.5294,17,0.0
1120,10,4.5294,17,0.0
1121,6,4.5833,36,0.0
1121,9,4.5833,36,0.0
1121,10,4.5833,36,0.0
1122,6,3.9284,10902,0.0
1122,9,3.9291,10940,38.0
1122,10,3.9298,10959,19.0
1123,6,3.8606,4082,0.0
1123,9,3.8693,4138,56.0
1123,10,3.8717,4162,24.0
1124,6,4.2572,346,0.0
1124,9,4.2594,347,1.0
1124,10,4.2615,348,1.0
1125,6,4.233,4464,0.0
1125,9,4.2336,4500,36.0
1125,10,4.2326,4518,18.0
1126,9,4.1996,1964,0.0
1126,10,4.2019,1976,12.0
1127,9,4.4073,5747,0.0
1127,10,4.4085,5772,25.0
1129,10,4.3744,11942,0.0
1130,10,4.4102,551,0.0
1131,10,4.1204,108,0.0
1132,2,3.625,8,0.0
1132,3,3.625,8,0.0
1132,4,3.625,8,0.0
1132,6,3.625,8,0.0
1132,7,3.625,8,0.0
1132,8,3.625,8,0.0
1132,9,3.625,8,0.0
1132,10,3.625,8,0.0
1132,11,3.625,8,0.0
1132,12,3.625,8,0.0
1132,14,3.625,8,0.0
1132,16,3.625,8,0.0
1132,17,3.625,8,0.0
1132,18,3.625,8,0.0
1133,2,3.0955,178,0.0
1133,3,3.0955,178,0.0
1133,4,3.0955,178,0.0
1133,6,3.0395,177,-1.0
1133,7,3.0615,179,2.0
1133,8,3.0559,179,0.0
1133,9,3.0559,179,0.0
1133,10,3.0559,179,0.0
1133,11,3.0773,181,2.0
1133,12,3.0773,181,0.0
1133,14,3.0773,181,0.0
1133,16,3.0773,181,0.0
1133,17,3.0874,183,2.0
1133,18,3.086,186,3.0
1134,2,3.3511,564,0.0
1134,3,3.3467,574,10.0
1134,6,3.3551,597,23.0
1134,7,3.3511,601,4.0
1134,8,3.3499,603,2.0
1134,9,3.353,609,6.0
1134,10,3.3647,617,8.0
1134,11,3.3724,623,6.0
1134,12,3.379,628,5.0
1134,14,3.3734,640,12.0
1134,16,3.359,649,9.0
1134,17,3.3613,656,7.0
1134,18,3.3413,668,12.0
1134,50,3.3566,931,263.0
1135,2,3.7865,1115,0.0
1135,3,3.7894,1130,15.0
1135,6,3.7907,1161,31.0
1135,7,3.7964,1169,8.0
1135,8,3.795,1171,2.0
1135,9,3.8029,1182,11.0
1135,10,3.8002,1186,4.0
1135,11,3.8008,1200,14.0
1135,12,3.8025,1210,10.0
1135,14,3.8064,1224,14.0
1135,16,3.806,1237,13.0
1135,17,3.8082,1246,9.0
1135,18,3.8068,1258,12.0
1135,50,3.8035,1527,269.0
1136,2,3.9667,90,0.0
1136,3,3.9667,90,0.0
1136,6,3.9891,92,2.0
1136,7,3.9891,92,0.0
1136,8,4.0,93,1.0
1136,9,4.0,93,0.0
1136,10,4.0,93,0.0
1136,11,4.0,94,1.0
1136,12,4.0,95,1.0
1136,14,4.0104,96,1.0
1136,16,4.0306,98,2.0
1136,17,4.0404,99,1.0
1136,18,4.0196,102,3.0
1137,2,3.5333,120,0.0
1137,3,3.5207,121,1.0
1137,6,3.5082,122,1.0
1137,7,3.5082,122,0.0
1137,8,3.5082,122,0.0
1137,9,3.5082,122,0.0
1137,10,3.5082,122,0.0
1137,11,3.5122,123,1.0
1137,12,3.5122,123,0.0
1137,14,3.5122,123,0.0
1137,16,3.5122,123,0.0
1137,17,3.5122,123,0.0
1137,18,3.5122,123,0.0
1137,50,3.5397,126,3.0
1139,2,4.375,24,0.0
1139,3,4.375,24,0.0
1139,6,4.3462,26,2.0
1139,7,4.3462,26,0.0
1139,8,4.3462,26,0.0
1139,9,4.3462,26,0.0
1139,10,4.3462,26,0.0
1139,11,4.3462,26,0.0
1139,12,4.3462,26,0.0
1139,14,4.3462,26,0.0
1139,16,4.3704,27,1.0
1139,17,4.3704,27,0.0
1139,18,4.3704,27,0.0
1139,50,4.4054,37,10.0
1140,2,3.4,290,0.0
1140,3,3.3918,291,1.0
1140,6,3.404,297,6.0
1140,7,3.406,298,1.0
1140,8,3.406,298,0.0
1140,9,3.4114,299,1.0
1140,10,3.4133,300,1.0
1140,11,3.4133,300,0.0
1140,12,3.4133,300,0.0
1140,16,3.4133,300,0.0
1140,17,3.4133,300,0.0
1140,18,3.4133,300,0.0
1140,50,3.4304,316,16.0
1141,2,3.75,4,0.0
1141,3,3.75,4,0.0
1141,6,3.75,4,0.0
1141,7,3.75,4,0.0
1141,8,3.75,4,0.0
1141,9,3.75,4,0.0
1141,10,3.75,4,0.0
1141,11,3.75,4,0.0
1141,12,3.75,4,0.0
1141,13,3.75,4,0.0
1141,14,3.75,4,0.0
1141,16,3.75,4,0.0
1141,17,3.75,4,0.0
1141,18,3.75,4,0.0
1141,50,3.75,4,0.0
1142,2,4.4597,968,0.0
1142,3,4.4623,1008,40.0
1142,6,4.4647,1061,53.0
1142,7,4.4641,1071,10.0
1142,8,4.4615,1077,6.0
1142,9,4.4614,1088,11.0
1142,10,4.4645,1098,10.0
1142,11,4.4609,1113,15.0
1142,12,4.4596,1125,12.0
1142,13,4.4632,1140,15.0
1142,14,4.4612,1147,7.0
1142,16,4.4652,1165,18.0
1142,17,4.4684,1187,22.0
1142,18,4.466,1206,19.0
1142,50,4.4241,2075,869.0
1143,2,0.0,0,0.0
1143,3,0.0,0,0.0
1143,6,0.0,0,0.0
1143,7,0.0,0,0.0
1143,8,0.0,0,0.0
1143,9,0.0,0,0.0
1143,10,5.0,1,1.0
1143,11,5.0,1,0.0
1143,12,5.0,1,0.0
1143,14,5.0,1,0.0
1143,16,3.0,2,1.0
1143,17,3.0,2,0.0
1143,18,3.0,2,0.0
1145,2,3.6741,8533,0.0
1145,3,3.6742,8580,47.0
1145,6,3.6746,8675,95.0
1145,7,3.6743,8683,8.0
1145,8,3.6746,8691,8.0
1145,9,3.6746,8699,8.0
1145,10,3.6756,8706,7.0
1145,11,3.6766,8715,9.0
1145,13,3.6766,8728,13.0
1145,14,3.6774,8738,10.0
1145,16,3.6786,8749,11.0
1145,17,3.6783,8763,14.0
1145,18,3.6792,8784,21.0
1146,2,3.9743,2022,0.0
1146,3,3.9737,2054,32.0
1146,6,3.9802,2118,64.0
1146,7,3.9816,2124,6.0
1146,8,3.9826,2132,8.0
1146,9,3.9846,2146,14.0
1146,10,3.9857,2162,16.0
1146,11,3.9885,2178,16.0
1146,13,3.9927,2201,23.0
1146,14,3.9955,2215,14.0
1146,16,4.0013,2237,22.0
1146,17,4.0053,2259,22.0
1146,18,4.0088,2274,15.0
1146,50,4.0264,2691,417.0
1147,2,0.0,0,0.0
1147,3,0.0,0,0.0
1147,6,0.0,0,0.0
1147,7,0.0,0,0.0
1147,8,0.0,0,0.0
1147,9,0.0,0,0.0
1147,10,0.0,0,0.0
1147,11,0.0,0,0.0
1147,13,0.0,0,0.0
1147,14,0.0,0,0.0
1147,16,0.0,0,0.0
1147,17,0.0,0,0.0
1147,18,0.0,0,0.0
1147,50,0.0,0,0.0
1148,2,3.6283,113,0.0
1148,3,3.6283,113,0.0
1148,6,3.6283,113,0.0
1148,7,3.6283,113,0.0
1148,8,3.6283,113,0.0
1148,9,3.6283,113,0.0
1148,10,3.6283,113,0.0
1148,11,3.6283,113,0.0
1148,13,3.6283,113,0.0
1148,14,3.6283,113,0.0
1148,16,3.5929,113,0.0
1148,17,3.5929,113,0.0
1148,18,3.5702,114,1.0
1148,50,3.487,115,1.0
1152,2,4.1453,2945,0.0
1152,3,4.1442,2981,36.0
1152,6,4.1384,3063,82.0
1152,7,4.1373,3080,17.0
1152,8,4.1373,3088,8.0
1152,9,4.1358,3101,13.0
1152,10,4.1353,3127,26.0
1152,11,4.1366,3155,28.0
1152,14,4.1436,3211,56.0
1152,16,4.1441,3247,36.0
1152,17,4.1474,3304,57.0
1152,18,4.145,3338,34.0
1153,2,3.5644,1265,0.0
1153,3,3.5562,1273,8.0
1153,6,3.5631,1300,27.0
1153,7,3.5625,1303,3.0
1153,8,3.5625,1303,0.0
1153,9,3.5628,1306,3.0
1153,10,3.5672,1310,4.0
1153,11,3.5688,1315,5.0
1153,14,3.5707,1323,8.0
1153,16,3.5739,1326,3.0
1153,17,3.5708,1328,2.0
1155,2,3.6427,778,0.0
1155,3,3.6368,782,4.0
1155,6,3.6349,786,4.0
1155,7,3.6349,786,0.0
1155,8,3.6349,786,0.0
1155,9,3.6341,787,1.0
1155,10,3.6341,787,0.0
1155,11,3.6358,788,1.0
1155,14,3.6388,789,1.0
1155,16,3.6405,790,1.0
1155,17,3.6405,790,0.0
1155,18,3.6405,790,0.0
1155,50,3.6477,809,19.0
1158,2,4.4345,313,0.0
1158,3,4.4304,316,3.0
1158,6,4.4237,321,5.0
1158,7,4.4237,321,0.0
1158,8,4.4255,322,1.0
1158,9,4.4259,324,2.0
1158,10,4.4294,326,2.0
1158,11,4.4329,328,2.0
1158,14,4.4418,335,7.0
1158,16,4.45,340,5.0
1158,17,4.4548,343,3.0
1158,18,4.4522,345,2.0
1158,50,4.5036,415,70.0
1159,2,3.9911,10683,0.0
1159,3,3.9886,10832,149.0
1159,6,3.9882,11048,216.0
1159,7,3.9872,11086,38.0
1159,8,3.9875,11103,17.0
1159,9,3.9877,11159,56.0
1159,10,3.9871,11201,42.0
1159,11,3.9884,11249,48.0
1159,14,3.9874,11366,117.0
1159,16,3.9897,11472,106.0
1159,17,3.9903,11562,90.0
1159,18,3.9919,11662,100.0
1161,2,3.8413,630,0.0
1161,3,3.8331,629,-1.0
1161,6,3.8423,634,5.0
1161,7,3.8425,635,1.0
1161,8,3.8428,636,1.0
1161,9,3.8428,636,0.0
1161,10,3.8428,636,0.0
1161,11,3.8414,637,1.0
1161,14,3.8469,640,3.0
1161,16,3.8469,640,0.0
1161,17,3.8447,644,4.0
1161,18,3.845,645,1.0
1161,50,3.8356,675,30.0
1162,2,2.4444,9,0.0
1162,3,2.4444,9,0.0
1162,6,2.7,10,1.0
1162,7,2.7,10,0.0
1162,8,2.7,10,0.0
1162,9,2.7,10,0.0
1162,10,2.7,10,0.0
1162,11,2.7,10,0.0
1162,14,2.7,10,0.0
1162,16,2.7,10,0.0
1162,17,2.7,10,0.0
1162,18,2.7,10,0.0
1162,50,3.2308,13,3.0
1163,2,3.0,1,0.0
1163,3,3.0,1,0.0
1163,6,3.0,1,0.0
1163,7,3.0,1,0.0
1163,8,3.0,1,0.0
1163,9,3.0,1,0.0
1163,10,3.0,1,0.0
1163,11,3.0,1,0.0
1163,14,3.0,1,0.0
1163,16,3.0,1,0.0
1163,17,3.0,1,0.0
1163,18,3.0,1,0.0
1163,50,3.0,1,0.0
1167,2,3.1791,67,0.0
1167,3,3.1791,67,0.0
1167,6,3.1549,71,4.0
1167,7,3.1389,72,1.0
1167,8,3.1389,72,0.0
1167,9,3.1389,72,0.0
1167,10,3.1389,72,0.0
1167,11,3.1389,72,0.0
1167,13,3.16,75,3.0
1167,14,3.16,75,0.0
1167,16,3.1039,77,2.0
1167,17,3.0769,78,1.0
1167,18,3.125,80,2.0
1167,50,3.1,100,20.0
1169,2,4.1945,293,0.0
1169,3,4.1945,293,0.0
1169,6,4.1993,296,3.0
1169,7,4.1886,297,1.0
1169,8,4.1886,297,0.0
1169,9,4.1846,298,1.0
1169,10,4.1806,299,1.0
1169,11,4.1806,299,0.0
1169,13,4.186,301,2.0
1169,14,4.1881,303,2.0
1169,16,4.1928,306,3.0
1169,17,4.1928,306,0.0
1169,18,4.1877,309,3.0
1172,2,3.5033,302,0.0
1172,3,3.5083,303,1.0
1172,6,3.5243,309,6.0
1172,7,3.5243,309,0.0
1172,8,3.5243,309,0.0
1172,9,3.5209,311,2.0
1172,10,3.5209,311,0.0
1172,11,3.5256,312,1.0
1172,13,3.5272,313,1.0
1172,14,3.5191,314,1.0
1172,16,3.5252,318,4.0
1172,17,3.5404,322,4.0
1172,18,3.5449,323,1.0
1175,2,4.6667,39,0.0
1175,3,4.6667,39,0.0
1175,6,4.6667,39,0.0
1175,7,4.6667,39,0.0
1175,8,4.6667,39,0.0
1175,9,4.6667,39,0.0
1175,10,4.65,40,1.0
1175,11,4.65,40,0.0
1175,13,4.65,40,0.0
1175,14,4.65,40,0.0
1175,16,4.65,40,0.0
1175,17,4.65,40,0.0
1175,18,4.65,40,0.0
1175,50,4.65,40,0.0
1176,2,4.1691,136,0.0
1176,3,4.1489,141,5.0
1176,6,4.1389,144,3.0
1176,7,4.1379,145,1.0
1176,8,4.1342,149,4.0
1176,9,4.1364,154,5.0
1176,10,4.1519,158,4.0
1176,11,4.125,160,2.0
1176,13,4.1369,168,8.0
1176,14,4.131,168,0.0
1176,16,4.1348,178,10.0
