id,week_number,precise_rating,number_of_ratings,number_of_ratings_per_week
67,4,3.2222,9,0.0
67,21,3.2222,9,0.0
67,24,3.2222,9,0.0
67,25,3.2222,9,0.0
67,32,3.2222,9,0.0
67,36,3.2222,9,0.0
67,38,3.2222,9,0.0
67,46,3.2222,9,0.0
69,1,4.4286,14,0.0
69,4,4.4286,14,0.0
70,1,3.8817,93,0.0
70,4,3.8617,94,1.0
72,1,4.266,3173,0.0
72,4,4.26,3227,54.0
74,1,4.1875,16,0.0
74,4,4.2353,17,1.0
74,7,4.2778,18,1.0
74,8,4.2778,18,0.0
74,11,4.2778,18,0.0
74,12,4.2778,18,0.0
74,14,4.2778,18,0.0
74,17,4.2778,18,0.0
74,18,4.2778,18,0.0
74,30,4.2778,18,0.0
74,35,4.2778,18,0.0
74,40,4.2778,18,0.0
74,50,4.2778,18,0.0
75,1,3.6923,26,0.0
75,4,3.5926,27,1.0
75,21,3.6667,30,3.0
75,24,3.6667,30,0.0
75,26,3.6667,30,0.0
75,34,3.6667,30,0.0
75,36,3.6667,30,0.0
75,37,3.6667,30,0.0
75,46,3.6875,32,2.0
76,1,4.1545,2764,0.0
76,4,4.1494,2832,68.0
76,7,4.1519,2844,12.0
76,8,4.1521,2846,2.0
76,11,4.1548,2862,16.0
76,12,4.1547,2864,2.0
76,14,4.1525,2866,2.0
76,17,4.1474,2876,10.0
76,18,4.1451,2887,11.0
76,30,4.1412,2960,73.0
76,35,4.1352,2988,28.0
76,40,4.1378,3012,24.0
76,50,4.1406,3036,24.0
77,1,4.0019,540,0.0
77,4,3.9947,562,22.0
77,21,4.0195,614,52.0
77,24,4.0096,624,10.0
77,25,4.019,632,8.0
77,32,4.033,666,34.0
77,36,4.0292,685,19.0
77,38,4.0385,702,17.0
77,46,4.0401,724,22.0
78,1,4.6667,6,0.0
78,2,4.6667,6,0.0
78,4,4.6667,6,0.0
78,5,4.6667,6,0.0
79,1,4.3077,13,0.0
79,4,4.3077,13,0.0
79,15,4.3077,13,0.0
79,16,4.3077,13,0.0
80,1,4.1702,376,0.0
80,2,4.1702,376,0.0
80,4,4.1477,386,10.0
80,5,4.1399,393,7.0
81,1,3.8426,699,0.0
81,4,3.8457,752,53.0
83,1,3.9041,146,0.0
83,2,3.9116,147,1.0
83,3,3.9116,147,0.0
83,4,3.9189,148,1.0
83,6,3.9262,149,1.0
83,7,3.9262,149,0.0
83,8,3.9262,149,0.0
83,9,3.9262,149,0.0
83,10,3.9262,149,0.0
83,11,3.9067,150,1.0
83,12,3.9139,151,1.0
83,14,3.9139,151,0.0
83,16,3.9211,152,1.0
83,17,3.9211,152,0.0
83,18,3.9281,153,1.0
84,1,4.2449,1731,0.0
84,4,4.2347,1743,12.0
84,5,4.2328,1744,1.0
85,1,3.64,25,0.0
85,4,3.64,25,0.0
87,1,3.9612,309,0.0
87,2,3.9516,310,1.0
87,3,3.9516,310,0.0
87,4,3.955,311,1.0
87,6,3.955,311,0.0
87,7,3.955,311,0.0
87,8,3.955,311,0.0
87,9,3.955,311,0.0
87,10,3.955,311,0.0
87,11,3.955,311,0.0
87,12,3.9583,312,1.0
87,14,3.9516,310,-2.0
87,16,3.9318,308,-2.0
87,17,3.9389,311,3.0
87,18,3.9389,311,0.0
89,1,3.9872,78,0.0
89,4,4.0,79,1.0
90,1,3.7692,13,0.0
90,2,3.7857,14,1.0
90,4,3.7857,14,0.0
90,5,3.7857,14,0.0
91,1,3.6667,3,0.0
91,2,3.6667,3,0.0
91,4,3.6667,3,0.0
91,5,3.6667,3,0.0
92,1,5.0,2,0.0
92,4,5.0,2,0.0
93,1,3.8,5,0.0
93,4,3.8,5,0.0
94,1,4.0531,471,0.0
94,4,4.0401,474,3.0
94,7,4.042,476,2.0
94,8,4.042,476,0.0
94,11,4.042,476,0.0
94,12,4.042,476,0.0
94,14,4.04,475,-1.0
94,17,4.0334,479,4.0
94,18,4.0377,478,-1.0
94,30,4.0229,480,2.0
94,35,4.0209,479,-1.0
94,40,4.0188,478,-1.0
94,50,4.0209,479,1.0
95,1,3.8624,327,0.0
95,4,3.8624,327,0.0
96,1,3.2,5,0.0
96,2,3.2,5,0.0
96,3,2.75,4,-1.0
96,4,2.75,4,0.0
96,6,2.75,4,0.0
96,8,2.75,4,0.0
96,9,2.75,4,0.0
96,10,2.75,4,0.0
96,12,2.75,4,0.0
96,14,2.75,4,0.0
96,16,2.75,4,0.0
96,17,2.75,4,0.0
96,20,3.2,5,1.0
96,31,3.2,5,0.0
96,33,3.2,5,0.0
96,42,3.3333,6,1.0
96,43,3.3333,6,0.0
96,47,3.3333,6,0.0
96,49,3.3333,6,0.0
96,51,3.3333,6,0.0
96,52,3.3333,6,0.0
97,1,4.3559,118,0.0
97,2,4.3772,114,-4.0
97,3,4.3772,114,0.0
97,4,4.3772,114,0.0
97,6,4.3826,115,1.0
98,1,3.8857,5476,0.0
98,2,3.8902,5464,-12.0
98,3,3.881,5546,82.0
98,4,3.867,5630,84.0
98,6,3.8641,5709,79.0
99,1,4.2174,92,0.0
99,4,4.2211,95,3.0
99,5,4.2211,95,0.0
100,1,4.3984,128,0.0
100,4,4.391,133,5.0
100,5,4.391,133,0.0
101,1,3.9512,246,0.0
101,4,3.952,250,4.0
102,1,4.2093,43,0.0
102,4,4.2222,45,2.0
103,1,2.1351,37,0.0
103,2,2.1351,37,0.0
103,3,2.1351,37,0.0
103,4,2.1351,37,0.0
103,6,2.1351,37,0.0
103,9,2.1351,37,0.0
103,10,2.1351,37,0.0
103,16,2.1351,37,0.0
103,17,2.1351,37,0.0
104,1,4.0,1,0.0
104,4,4.0,1,0.0
104,5,4.0,1,0.0
105,1,4.6223,278,0.0
105,4,4.6883,401,123.0
107,1,5.0,1,0.0
107,4,5.0,1,0.0
108,1,3.6811,185,0.0
108,4,3.6667,201,16.0
108,15,3.7248,218,17.0
108,16,3.7273,220,2.0
109,1,3.2918,14975,0.0
109,4,3.2918,16502,1527.0
110,1,5.0,2,0.0
110,4,5.0,2,0.0
110,15,5.0,2,0.0
110,16,5.0,2,0.0
111,1,3.7143,7,0.0
111,4,4.0,9,2.0
111,7,4.0,9,0.0
111,8,4.0,9,0.0
111,11,4.1,10,1.0
111,12,4.1,10,0.0
111,14,4.1,10,0.0
111,17,4.1,10,0.0
111,18,4.1,10,0.0
111,30,4.1,10,0.0
111,35,4.1,10,0.0
111,40,4.25,12,2.0
111,50,4.3571,14,2.0
112,1,3.5525,295,0.0
112,4,3.5487,308,13.0
113,1,3.8235,17,0.0
113,3,3.8889,18,1.0
113,4,3.8889,18,0.0
113,15,3.8889,18,0.0
114,1,3.9773,309,0.0
114,4,3.9807,311,2.0
116,1,1.0,1,0.0
116,4,1.0,1,0.0
116,48,1.0,1,0.0
117,1,4.1053,19,0.0
117,4,4.1053,19,0.0
118,1,4.0682,44,0.0
118,4,4.0,45,1.0
119,1,1.5,2,0.0
119,4,1.5,2,0.0
120,1,3.6947,262,0.0
120,4,3.683,265,3.0
121,1,4.1073,66792,0.0
121,4,4.1014,69928,3136.0
121,5,4.1039,70599,671.0
122,1,3.3533,167,0.0
122,4,3.3647,170,3.0
122,15,3.3977,176,6.0
122,16,3.3977,176,0.0
123,1,3.6163,894,0.0
123,4,3.5986,979,85.0
123,5,3.6024,986,7.0
124,1,3.606,7626,0.0
124,4,3.5989,7973,347.0
125,1,3.9459,37,0.0
125,4,3.9459,37,0.0
125,5,3.9459,37,0.0
125,26,3.975,40,3.0
125,34,4.0,41,1.0
125,37,4.0,41,0.0
126,1,3.4326,178,0.0
126,2,3.4044,183,5.0
126,3,3.4044,183,0.0
126,4,3.4044,183,0.0
126,6,3.3946,185,2.0
126,7,3.3817,186,1.0
126,8,3.3817,186,0.0
126,9,3.3817,186,0.0
126,10,3.3817,186,0.0
126,11,3.3777,188,2.0
126,12,3.3862,189,1.0
126,14,3.3862,189,0.0
126,16,3.3822,191,2.0
126,17,3.3822,191,0.0
126,18,3.3731,193,2.0
127,1,3.378,82,0.0
127,4,3.3976,83,1.0
128,1,3.7692,13,0.0
128,4,3.8571,14,1.0
129,1,3.8333,18,0.0
129,4,3.8333,18,0.0
130,1,3.975,1281,0.0
130,3,3.9682,1319,38.0
130,4,3.9654,1329,10.0
130,15,3.9693,1369,40.0
131,1,4.4154,65,0.0
131,4,4.4242,66,1.0
133,1,3.5401,3892,0.0
133,3,3.5475,4024,132.0
133,4,3.5479,4068,44.0
133,15,3.5862,4727,659.0
134,1,3.7658,19166,0.0
134,4,3.7578,20889,1723.0
135,1,4.0,5,0.0
135,17,4.0,5,0.0
135,20,4.2857,7,2.0
136,1,4.1111,9,0.0
136,4,4.2,10,1.0
136,7,4.2,10,0.0
136,8,4.2,10,0.0
136,11,4.2,10,0.0
136,12,4.2,10,0.0
136,14,4.2,10,0.0
136,17,4.2,10,0.0
136,18,4.2,10,0.0
136,30,4.0909,11,1.0
136,35,4.0909,11,0.0
136,40,4.0909,11,0.0
136,50,4.1667,12,1.0
138,1,3.342,307,0.0
138,4,3.3148,324,17.0
139,1,4.6667,6,0.0
139,4,4.75,8,2.0
139,7,4.75,8,0.0
139,8,4.75,8,0.0
139,11,4.7778,9,1.0
139,12,4.7778,9,0.0
139,14,4.7778,9,0.0
139,17,4.7778,9,0.0
139,18,4.7778,9,0.0
139,30,4.7778,9,0.0
139,35,4.7778,9,0.0
139,40,4.7778,9,0.0
139,50,4.8182,11,2.0
140,1,4.8,5,0.0
140,4,4.8,5,0.0
141,1,3.4122,706,0.0
141,3,3.4322,738,32.0
141,4,3.4207,744,6.0
141,15,3.449,804,60.0
142,1,4.3096,365,0.0
142,2,4.3106,367,2.0
142,3,4.3106,367,0.0
142,4,4.3106,367,0.0
142,6,4.3068,365,-2.0
142,9,4.3123,365,0.0
142,10,4.3123,365,0.0
142,16,4.3142,366,1.0
142,17,4.3142,366,0.0
143,1,0.0,0,0.0
143,4,0.0,0,0.0
144,1,3.0,5,0.0
144,4,3.0,5,0.0
144,5,3.0,5,0.0
144,26,2.6667,6,1.0
144,34,2.6667,6,0.0
144,37,2.6667,6,0.0
145,1,3.5608,148,0.0
145,4,3.5526,152,4.0
146,1,3.6602,512,0.0
146,4,3.6419,525,13.0
147,1,3.7418,550,0.0
147,4,3.7348,577,27.0
147,21,3.7706,654,77.0
147,24,3.7666,664,10.0
147,26,3.7727,673,9.0
147,34,3.7851,712,39.0
147,36,3.7891,716,4.0
147,37,3.7886,719,3.0
147,46,3.8016,751,32.0
148,1,4.7143,7,0.0
148,4,4.7143,7,0.0
149,1,3.3636,11,0.0
149,4,3.3636,11,0.0
149,5,3.3636,11,0.0
149,26,3.4545,11,0.0
149,34,3.4545,11,0.0
149,37,3.4545,11,0.0
150,1,4.4545,11,0.0
150,4,4.4545,11,0.0
150,5,4.4545,11,0.0
152,1,3.5447,962,0.0
152,2,3.5472,974,12.0
152,3,3.5427,984,10.0
152,4,3.5394,990,6.0
152,6,3.5422,996,6.0
152,7,3.5421,998,2.0
152,8,3.5421,998,0.0
152,10,3.5478,1004,6.0
152,11,3.5487,1006,2.0
152,12,3.5501,1007,1.0
152,14,3.5529,1011,4.0
152,18,3.5656,1022,11.0
152,19,3.5609,1027,5.0
152,22,3.5629,1034,7.0
152,23,3.5643,1035,1.0
152,27,3.5575,1053,18.0
152,28,3.5602,1055,2.0
152,29,3.563,1055,0.0
152,39,3.5669,1069,14.0
152,41,3.5615,1074,5.0
152,42,3.5628,1075,1.0
152,45,3.56,1084,9.0
152,50,3.5603,1087,3.0
153,1,4.619,21,0.0
153,4,4.619,21,0.0
154,1,3.8611,36,0.0
154,4,3.8611,36,0.0
156,1,3.0034,290,0.0
156,4,3.0155,322,32.0
158,1,3.25,16,0.0
158,4,3.25,16,0.0
159,1,3.1803,416,0.0
159,2,3.1853,421,5.0
159,3,3.1896,422,1.0
159,4,3.1958,424,2.0
159,6,3.2024,425,1.0
159,9,3.2135,431,6.0
159,10,3.2125,433,2.0
159,16,3.2376,442,9.0
159,17,3.2337,445,3.0
160,1,3.6,45,0.0
160,4,3.6667,51,6.0
161,1,3.7701,1688,0.0
161,4,3.7697,1763,75.0
163,1,5.0,1,0.0
164,1,3.8434,83,0.0
164,2,3.8488,86,3.0
164,3,3.8295,88,2.0
164,4,3.8427,89,1.0
164,6,3.8427,89,0.0
164,9,3.8427,89,0.0
164,10,3.8427,89,0.0
164,16,3.8444,90,1.0
164,17,3.8462,91,1.0
165,1,3.9091,143,0.0
165,4,3.8963,164,21.0
167,1,1.2857,7,0.0
167,4,1.2857,7,0.0
167,15,1.2857,7,0.0
167,16,1.2857,7,0.0
169,1,3.4207,290,0.0
169,4,3.4237,295,5.0
169,5,3.4155,296,1.0
170,1,3.9596,78974,0.0
170,2,3.9599,81359,2385.0
170,3,3.9595,83016,1657.0
170,4,3.959,84250,1234.0
170,6,3.9636,86907,2657.0
170,8,3.966,88227,1320.0
170,9,3.9682,89559,1332.0
170,10,3.9699,90711,1152.0
170,12,3.9527,93800,3089.0
170,14,3.9399,96187,2387.0
170,16,3.9287,98511,2324.0
170,17,3.9219,99826,1315.0
170,20,3.8964,104831,5005.0
170,31,3.8442,117142,12311.0
170,33,3.835,118987,1845.0
170,42,3.7879,130569,11582.0
170,43,3.7838,131588,1019.0
170,47,3.7653,136483,4895.0
170,49,3.7582,138582,2099.0
170,51,3.7527,140047,1465.0
170,52,3.7518,140395,348.0
171,1,3.6891,2956,0.0
171,4,3.6746,3052,96.0
172,1,4.1001,1919,0.0
172,4,4.0996,1997,78.0
173,1,3.625,8,0.0
173,4,3.625,8,0.0
173,15,3.7778,9,1.0
173,16,3.7778,9,0.0
174,1,3.5,6,0.0
174,4,3.5,6,0.0
176,1,3.75,8,0.0
176,4,3.75,8,0.0
176,15,3.75,8,0.0
176,16,3.75,8,0.0
177,1,3.7436,39,0.0
180,1,4.1549,639,0.0
181,1,4.1377,1126,0.0
181,4,4.1392,1185,59.0
182,1,3.5286,70,0.0
182,4,3.589,73,3.0
183,1,3.7093,21884,0.0
183,4,3.7051,22461,577.0
183,21,3.7218,23985,1524.0
183,24,3.7239,24272,287.0
183,25,3.7241,24328,56.0
183,32,3.7268,24560,232.0
183,36,3.7273,24709,149.0
183,38,3.7286,24831,122.0
183,46,3.7303,25025,194.0
184,1,3.6477,457,0.0
184,2,3.6545,466,9.0
184,3,3.6547,475,9.0
184,4,3.6499,477,2.0
184,6,3.6708,486,9.0
184,9,3.6755,493,7.0
184,10,3.6781,497,4.0
184,16,3.6893,515,18.0
184,17,3.6814,521,6.0
186,1,2.0,2,0.0
186,4,2.0,2,0.0
188,1,3.5256,33976,0.0
188,4,3.5242,35916,1940.0
189,1,3.3362,116,0.0
189,4,3.3443,122,6.0
189,5,3.3333,126,4.0
189,26,3.3706,143,17.0
190,1,3.6302,6349,0.0
190,4,3.6255,6478,129.0
190,15,3.6461,6668,190.0
190,16,3.6487,6681,13.0
191,1,3.711,31368,0.0
191,4,3.7103,32265,897.0
191,21,3.7428,35746,3481.0
191,24,3.7415,36471,725.0
191,25,3.7421,36639,168.0
191,32,3.7413,37475,836.0
191,36,3.7432,38000,525.0
191,38,3.7466,38435,435.0
191,46,3.7489,39109,674.0
192,1,4.6667,6,0.0
192,2,4.6667,6,0.0
192,3,4.6667,6,0.0
192,4,4.6667,6,0.0
192,6,4.6667,6,0.0
192,9,4.6667,6,0.0
192,10,4.6667,6,0.0
192,16,4.6667,6,0.0
192,17,4.6667,6,0.0
193,1,3.9684,95,0.0
193,4,3.9898,98,3.0
195,1,3.9167,12,0.0
196,1,4.1552,348,0.0
197,1,3.3901,4893,0.0
197,4,3.3743,5121,228.0
197,48,3.3654,6651,1530.0
198,1,3.3071,508,0.0
198,2,3.3104,509,1.0
198,3,3.3059,510,1.0
198,4,3.3059,510,0.0
198,6,3.3084,509,-1.0
198,9,3.3131,511,2.0
198,10,3.3131,511,0.0
198,16,3.3119,513,2.0
198,17,3.3119,513,0.0
199,1,4.1064,47,0.0
199,3,4.1429,49,2.0
199,4,4.1765,51,2.0
199,15,4.1481,54,3.0
200,1,5.0,2,0.0
200,2,5.0,2,0.0
200,3,5.0,2,0.0
200,4,5.0,2,0.0
200,6,5.0,2,0.0
200,7,5.0,2,0.0
200,8,5.0,2,0.0
200,9,5.0,2,0.0
200,10,5.0,2,0.0
200,11,5.0,2,0.0
200,12,5.0,2,0.0
200,14,5.0,2,0.0
200,16,5.0,2,0.0
200,17,5.0,2,0.0
200,18,5.0,2,0.0
201,1,4.0,4,0.0
201,2,4.0,4,0.0
201,3,4.0,4,0.0
201,4,4.0,4,0.0
201,6,4.0,4,0.0
201,7,4.0,4,0.0
201,8,4.0,4,0.0
201,10,4.0,4,0.0
201,11,4.0,4,0.0
201,12,4.0,4,0.0
201,14,4.0,4,0.0
201,18,4.2,5,1.0
201,19,4.2,5,0.0
201,22,3.5714,7,2.0
201,23,3.5714,7,0.0
201,27,3.5714,7,0.0
201,28,3.5714,7,0.0
201,39,3.5714,7,0.0
201,41,3.5714,7,0.0
201,42,3.5714,7,0.0
201,45,3.5714,7,0.0
201,50,3.5714,7,0.0
202,1,3.9212,457,0.0
202,4,3.9236,458,1.0
204,1,4.3415,41,0.0
204,2,4.3415,41,0.0
204,3,4.3415,41,0.0
204,4,4.3415,41,0.0
204,6,4.3415,41,0.0
204,9,4.3721,43,2.0
204,10,4.3721,43,0.0
204,16,4.3721,43,0.0
204,17,4.3721,43,0.0
205,1,4.3125,16,0.0
205,4,4.3125,16,0.0
205,7,4.3529,17,1.0
205,8,4.3529,17,0.0
205,11,4.3529,17,0.0
205,12,4.3529,17,0.0
205,14,4.3529,17,0.0
205,17,4.3529,17,0.0
205,18,4.3529,17,0.0
205,30,4.3529,17,0.0
205,35,4.3529,17,0.0
205,40,4.3529,17,0.0
